#sid	name	note	sample_env	keywords_clean	taxa_stats	num_rids	num_hq_runs	rids	projects	publications
ERS4516693	ERP121217_allergic microbial signature in ige-mediated food allergies_allergic microbial signature in ige-mediated food allergies_		animal;human	allergy;association;city;feces;food;gastrointestinal tract;human;human-associated;human-gut;ige;nuts	{"totalcount":47653,"totalotus":196,"otus":["90_126;96_972;97_1132","90_21;96_684;97_1763","90_21;96_89;97_94"],"otutax":["Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides"],"counts":[3819,1024,898]}	1	1	ERR4033866	[{"pid": "ERP121217", "title": "Allergic microbial signature in IgE-mediated food allergies", "abstract": "Multiple studies suggest a key pathogenetic role for gut microbiota modifications in food allergy (FA) development, but to date, no specific bacterial taxa have been consistently associated with FA. Here we characterized the gut microbiota composition and SCFA profile associated with an IgE-mediated FA state. We analyzed blood and fecal samples from 233 IgE-mediated FA patients, and from an age-matched control group (n=58). Our results demonstrate a link between IgE-mediated FA and the gut microbiota composition. We found the microbiome composition of allergic patients to be significantly different compared to age-matched controls, with distinct microbial signatures that differentiate FA patients from healthy non-allergic controls, and distinct microbial signatures for FA to different foods. We used these microbial differences to distinguish between FA patients and non- allergic healthy controls with 85% accuracy, and for the classification of FA patients according to their FA types using a supervised learning algorithm.", "description": "Multiple studies suggest a key pathogenetic role for gut microbiota modifications in food allergy (FA) development, but to date, no specific bacterial taxa have been consistently associated with FA. Here we characterized the gut microbiota composition and SCFA profile associated with an IgE-mediated FA state. We analyzed blood and fecal samples from 233 IgE-mediated FA patients, and from an age-matched control group (n=58). Our results demonstrate a link between IgE-mediated FA and the gut microbiota composition. We found the microbiome composition of allergic patients to be significantly different compared to age-matched controls, with distinct microbial signatures that differentiate FA patients from healthy non-allergic controls, and distinct microbial signatures for FA to different foods. We used these microbial differences to distinguish between FA patients and non- allergic healthy controls with 85% accuracy, and for the classification of FA patients according to their FA types using a supervised learning algorithm."}]	[{"pmid": "33109272", "authors": "Goldberg MR,Mor H,Magid Neriya D,Magzal F,Muller E,Appel MY,Nachshon L,Borenstein E,Tamir S,Louzoun Y,Youngster I,Elizur A,Koren O", "title": "Microbial signature in IgE-mediated food allergies.", "year": "2020"}]
ERS4516694	ERP121217_allergic microbial signature in ige-mediated food allergies_allergic microbial signature in ige-mediated food allergies_		animal;human	allergy;association;city;feces;food;gastrointestinal tract;human;human-associated;human-gut;ige;nuts	{"totalcount":43040,"totalotus":200,"otus":["90_126;96_972;97_1132","90_7796;96_34026;97_43151","90_21;96_684;97_1763"],"otutax":["Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides"],"counts":[1850,389,297]}	1	1	ERR4033867	[{"pid": "ERP121217", "title": "Allergic microbial signature in IgE-mediated food allergies", "abstract": "Multiple studies suggest a key pathogenetic role for gut microbiota modifications in food allergy (FA) development, but to date, no specific bacterial taxa have been consistently associated with FA. Here we characterized the gut microbiota composition and SCFA profile associated with an IgE-mediated FA state. We analyzed blood and fecal samples from 233 IgE-mediated FA patients, and from an age-matched control group (n=58). Our results demonstrate a link between IgE-mediated FA and the gut microbiota composition. We found the microbiome composition of allergic patients to be significantly different compared to age-matched controls, with distinct microbial signatures that differentiate FA patients from healthy non-allergic controls, and distinct microbial signatures for FA to different foods. We used these microbial differences to distinguish between FA patients and non- allergic healthy controls with 85% accuracy, and for the classification of FA patients according to their FA types using a supervised learning algorithm.", "description": "Multiple studies suggest a key pathogenetic role for gut microbiota modifications in food allergy (FA) development, but to date, no specific bacterial taxa have been consistently associated with FA. Here we characterized the gut microbiota composition and SCFA profile associated with an IgE-mediated FA state. We analyzed blood and fecal samples from 233 IgE-mediated FA patients, and from an age-matched control group (n=58). Our results demonstrate a link between IgE-mediated FA and the gut microbiota composition. We found the microbiome composition of allergic patients to be significantly different compared to age-matched controls, with distinct microbial signatures that differentiate FA patients from healthy non-allergic controls, and distinct microbial signatures for FA to different foods. We used these microbial differences to distinguish between FA patients and non- allergic healthy controls with 85% accuracy, and for the classification of FA patients according to their FA types using a supervised learning algorithm."}]	[{"pmid": "33109272", "authors": "Goldberg MR,Mor H,Magid Neriya D,Magzal F,Muller E,Appel MY,Nachshon L,Borenstein E,Tamir S,Louzoun Y,Youngster I,Elizur A,Koren O", "title": "Microbial signature in IgE-mediated food allergies.", "year": "2020"}]
ERS4516695	ERP121217_allergic microbial signature in ige-mediated food allergies_allergic microbial signature in ige-mediated food allergies_		animal|plant	allergy;association;city;feces;food;gastrointestinal tract;human;human-associated;human-gut;ige;plant;walnut	{"totalcount":27531,"totalotus":191,"otus":["90_61;96_130;97_140","90_807;96_6753;97_8078","90_21;96_363;97_408"],"otutax":["Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia","Bacteria","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides"],"counts":[3987,723,337]}	1	1	ERR4033868	[{"pid": "ERP121217", "title": "Allergic microbial signature in IgE-mediated food allergies", "abstract": "Multiple studies suggest a key pathogenetic role for gut microbiota modifications in food allergy (FA) development, but to date, no specific bacterial taxa have been consistently associated with FA. Here we characterized the gut microbiota composition and SCFA profile associated with an IgE-mediated FA state. We analyzed blood and fecal samples from 233 IgE-mediated FA patients, and from an age-matched control group (n=58). Our results demonstrate a link between IgE-mediated FA and the gut microbiota composition. We found the microbiome composition of allergic patients to be significantly different compared to age-matched controls, with distinct microbial signatures that differentiate FA patients from healthy non-allergic controls, and distinct microbial signatures for FA to different foods. We used these microbial differences to distinguish between FA patients and non- allergic healthy controls with 85% accuracy, and for the classification of FA patients according to their FA types using a supervised learning algorithm.", "description": "Multiple studies suggest a key pathogenetic role for gut microbiota modifications in food allergy (FA) development, but to date, no specific bacterial taxa have been consistently associated with FA. Here we characterized the gut microbiota composition and SCFA profile associated with an IgE-mediated FA state. We analyzed blood and fecal samples from 233 IgE-mediated FA patients, and from an age-matched control group (n=58). Our results demonstrate a link between IgE-mediated FA and the gut microbiota composition. We found the microbiome composition of allergic patients to be significantly different compared to age-matched controls, with distinct microbial signatures that differentiate FA patients from healthy non-allergic controls, and distinct microbial signatures for FA to different foods. We used these microbial differences to distinguish between FA patients and non- allergic healthy controls with 85% accuracy, and for the classification of FA patients according to their FA types using a supervised learning algorithm."}]	[{"pmid": "33109272", "authors": "Goldberg MR,Mor H,Magid Neriya D,Magzal F,Muller E,Appel MY,Nachshon L,Borenstein E,Tamir S,Louzoun Y,Youngster I,Elizur A,Koren O", "title": "Microbial signature in IgE-mediated food allergies.", "year": "2020"}]
ERS4516696	ERP121217_allergic microbial signature in ige-mediated food allergies_allergic microbial signature in ige-mediated food allergies_		animal;human	allergy;association;city;dairy food;feces;food;gastrointestinal tract;human;human-associated;human-gut;ige;milk	{"totalcount":18902,"totalotus":141,"otus":["90_530;96_3361;97_4125","90_16;96_8257;97_9936","90_110;96_35697;97_45344"],"otutax":["Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Barnesiellaceae;Barnesiella","Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes"],"counts":[681,283,278]}	1	1	ERR4033869	[{"pid": "ERP121217", "title": "Allergic microbial signature in IgE-mediated food allergies", "abstract": "Multiple studies suggest a key pathogenetic role for gut microbiota modifications in food allergy (FA) development, but to date, no specific bacterial taxa have been consistently associated with FA. Here we characterized the gut microbiota composition and SCFA profile associated with an IgE-mediated FA state. We analyzed blood and fecal samples from 233 IgE-mediated FA patients, and from an age-matched control group (n=58). Our results demonstrate a link between IgE-mediated FA and the gut microbiota composition. We found the microbiome composition of allergic patients to be significantly different compared to age-matched controls, with distinct microbial signatures that differentiate FA patients from healthy non-allergic controls, and distinct microbial signatures for FA to different foods. We used these microbial differences to distinguish between FA patients and non- allergic healthy controls with 85% accuracy, and for the classification of FA patients according to their FA types using a supervised learning algorithm.", "description": "Multiple studies suggest a key pathogenetic role for gut microbiota modifications in food allergy (FA) development, but to date, no specific bacterial taxa have been consistently associated with FA. Here we characterized the gut microbiota composition and SCFA profile associated with an IgE-mediated FA state. We analyzed blood and fecal samples from 233 IgE-mediated FA patients, and from an age-matched control group (n=58). Our results demonstrate a link between IgE-mediated FA and the gut microbiota composition. We found the microbiome composition of allergic patients to be significantly different compared to age-matched controls, with distinct microbial signatures that differentiate FA patients from healthy non-allergic controls, and distinct microbial signatures for FA to different foods. We used these microbial differences to distinguish between FA patients and non- allergic healthy controls with 85% accuracy, and for the classification of FA patients according to their FA types using a supervised learning algorithm."}]	[{"pmid": "33109272", "authors": "Goldberg MR,Mor H,Magid Neriya D,Magzal F,Muller E,Appel MY,Nachshon L,Borenstein E,Tamir S,Louzoun Y,Youngster I,Elizur A,Koren O", "title": "Microbial signature in IgE-mediated food allergies.", "year": "2020"}]
ERS4516697	ERP121217_allergic microbial signature in ige-mediated food allergies_allergic microbial signature in ige-mediated food allergies_		animal;human	allergy;association;city;dairy food;feces;food;gastrointestinal tract;human;human-associated;human-gut;ige;milk	{"totalcount":17171,"totalotus":139,"otus":["90_61;96_130;97_140","90_110;96_1123;97_1318","90_807;96_6753;97_8078"],"otutax":["Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes","Bacteria"],"counts":[456,319,298]}	1	1	ERR4033870	[{"pid": "ERP121217", "title": "Allergic microbial signature in IgE-mediated food allergies", "abstract": "Multiple studies suggest a key pathogenetic role for gut microbiota modifications in food allergy (FA) development, but to date, no specific bacterial taxa have been consistently associated with FA. Here we characterized the gut microbiota composition and SCFA profile associated with an IgE-mediated FA state. We analyzed blood and fecal samples from 233 IgE-mediated FA patients, and from an age-matched control group (n=58). Our results demonstrate a link between IgE-mediated FA and the gut microbiota composition. We found the microbiome composition of allergic patients to be significantly different compared to age-matched controls, with distinct microbial signatures that differentiate FA patients from healthy non-allergic controls, and distinct microbial signatures for FA to different foods. We used these microbial differences to distinguish between FA patients and non- allergic healthy controls with 85% accuracy, and for the classification of FA patients according to their FA types using a supervised learning algorithm.", "description": "Multiple studies suggest a key pathogenetic role for gut microbiota modifications in food allergy (FA) development, but to date, no specific bacterial taxa have been consistently associated with FA. Here we characterized the gut microbiota composition and SCFA profile associated with an IgE-mediated FA state. We analyzed blood and fecal samples from 233 IgE-mediated FA patients, and from an age-matched control group (n=58). Our results demonstrate a link between IgE-mediated FA and the gut microbiota composition. We found the microbiome composition of allergic patients to be significantly different compared to age-matched controls, with distinct microbial signatures that differentiate FA patients from healthy non-allergic controls, and distinct microbial signatures for FA to different foods. We used these microbial differences to distinguish between FA patients and non- allergic healthy controls with 85% accuracy, and for the classification of FA patients according to their FA types using a supervised learning algorithm."}]	[{"pmid": "33109272", "authors": "Goldberg MR,Mor H,Magid Neriya D,Magzal F,Muller E,Appel MY,Nachshon L,Borenstein E,Tamir S,Louzoun Y,Youngster I,Elizur A,Koren O", "title": "Microbial signature in IgE-mediated food allergies.", "year": "2020"}]
ERS4516698	ERP121217_allergic microbial signature in ige-mediated food allergies_allergic microbial signature in ige-mediated food allergies_		animal;human	allergy;association;city;feces;food;gastrointestinal tract;human;human-associated;human-gut;ige;nuts	{"totalcount":40033,"totalotus":134,"otus":["90_220;96_5190;97_6264","90_782;96_3985;97_4901","90_388;96_1710;97_2047"],"otutax":["Bacteria;Firmicutes;Negativicutes;Acidaminococcales;Acidaminococcaceae;Phascolarctobacterium","Bacteria;Firmicutes;Clostridia;Eubacteriales","Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Megamonas"],"counts":[2723,2699,588]}	1	1	ERR4033871	[{"pid": "ERP121217", "title": "Allergic microbial signature in IgE-mediated food allergies", "abstract": "Multiple studies suggest a key pathogenetic role for gut microbiota modifications in food allergy (FA) development, but to date, no specific bacterial taxa have been consistently associated with FA. Here we characterized the gut microbiota composition and SCFA profile associated with an IgE-mediated FA state. We analyzed blood and fecal samples from 233 IgE-mediated FA patients, and from an age-matched control group (n=58). Our results demonstrate a link between IgE-mediated FA and the gut microbiota composition. We found the microbiome composition of allergic patients to be significantly different compared to age-matched controls, with distinct microbial signatures that differentiate FA patients from healthy non-allergic controls, and distinct microbial signatures for FA to different foods. We used these microbial differences to distinguish between FA patients and non- allergic healthy controls with 85% accuracy, and for the classification of FA patients according to their FA types using a supervised learning algorithm.", "description": "Multiple studies suggest a key pathogenetic role for gut microbiota modifications in food allergy (FA) development, but to date, no specific bacterial taxa have been consistently associated with FA. Here we characterized the gut microbiota composition and SCFA profile associated with an IgE-mediated FA state. We analyzed blood and fecal samples from 233 IgE-mediated FA patients, and from an age-matched control group (n=58). Our results demonstrate a link between IgE-mediated FA and the gut microbiota composition. We found the microbiome composition of allergic patients to be significantly different compared to age-matched controls, with distinct microbial signatures that differentiate FA patients from healthy non-allergic controls, and distinct microbial signatures for FA to different foods. We used these microbial differences to distinguish between FA patients and non- allergic healthy controls with 85% accuracy, and for the classification of FA patients according to their FA types using a supervised learning algorithm."}]	[{"pmid": "33109272", "authors": "Goldberg MR,Mor H,Magid Neriya D,Magzal F,Muller E,Appel MY,Nachshon L,Borenstein E,Tamir S,Louzoun Y,Youngster I,Elizur A,Koren O", "title": "Microbial signature in IgE-mediated food allergies.", "year": "2020"}]
ERS4516699	ERP121217_allergic microbial signature in ige-mediated food allergies_allergic microbial signature in ige-mediated food allergies_		animal;human	allergy;association;city;feces;food;gastrointestinal tract;human;human-associated;human-gut;ige;nuts	{"totalcount":65960,"totalotus":195,"otus":["90_16;96_3451;97_4234","90_61;96_130;97_140","90_147;96_763;97_889"],"otutax":["Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Roseburia","Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia","Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella"],"counts":[762,701,406]}	1	1	ERR4033872	[{"pid": "ERP121217", "title": "Allergic microbial signature in IgE-mediated food allergies", "abstract": "Multiple studies suggest a key pathogenetic role for gut microbiota modifications in food allergy (FA) development, but to date, no specific bacterial taxa have been consistently associated with FA. Here we characterized the gut microbiota composition and SCFA profile associated with an IgE-mediated FA state. We analyzed blood and fecal samples from 233 IgE-mediated FA patients, and from an age-matched control group (n=58). Our results demonstrate a link between IgE-mediated FA and the gut microbiota composition. We found the microbiome composition of allergic patients to be significantly different compared to age-matched controls, with distinct microbial signatures that differentiate FA patients from healthy non-allergic controls, and distinct microbial signatures for FA to different foods. We used these microbial differences to distinguish between FA patients and non- allergic healthy controls with 85% accuracy, and for the classification of FA patients according to their FA types using a supervised learning algorithm.", "description": "Multiple studies suggest a key pathogenetic role for gut microbiota modifications in food allergy (FA) development, but to date, no specific bacterial taxa have been consistently associated with FA. Here we characterized the gut microbiota composition and SCFA profile associated with an IgE-mediated FA state. We analyzed blood and fecal samples from 233 IgE-mediated FA patients, and from an age-matched control group (n=58). Our results demonstrate a link between IgE-mediated FA and the gut microbiota composition. We found the microbiome composition of allergic patients to be significantly different compared to age-matched controls, with distinct microbial signatures that differentiate FA patients from healthy non-allergic controls, and distinct microbial signatures for FA to different foods. We used these microbial differences to distinguish between FA patients and non- allergic healthy controls with 85% accuracy, and for the classification of FA patients according to their FA types using a supervised learning algorithm."}]	[{"pmid": "33109272", "authors": "Goldberg MR,Mor H,Magid Neriya D,Magzal F,Muller E,Appel MY,Nachshon L,Borenstein E,Tamir S,Louzoun Y,Youngster I,Elizur A,Koren O", "title": "Microbial signature in IgE-mediated food allergies.", "year": "2020"}]
ERS4516700	ERP121217_allergic microbial signature in ige-mediated food allergies_allergic microbial signature in ige-mediated food allergies_		animal;human	allergy;association;city;feces;food;gastrointestinal tract;human;human-associated;human-gut;ige;nuts	{"totalcount":47940,"totalotus":168,"otus":["90_61;96_130;97_140","90_147;96_763;97_889","90_24;96_920;97_1072"],"otutax":["Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia","Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella","Bacteria;Actinobacteria;Actinomycetia;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium"],"counts":[1139,996,670]}	1	1	ERR4033873	[{"pid": "ERP121217", "title": "Allergic microbial signature in IgE-mediated food allergies", "abstract": "Multiple studies suggest a key pathogenetic role for gut microbiota modifications in food allergy (FA) development, but to date, no specific bacterial taxa have been consistently associated with FA. Here we characterized the gut microbiota composition and SCFA profile associated with an IgE-mediated FA state. We analyzed blood and fecal samples from 233 IgE-mediated FA patients, and from an age-matched control group (n=58). Our results demonstrate a link between IgE-mediated FA and the gut microbiota composition. We found the microbiome composition of allergic patients to be significantly different compared to age-matched controls, with distinct microbial signatures that differentiate FA patients from healthy non-allergic controls, and distinct microbial signatures for FA to different foods. We used these microbial differences to distinguish between FA patients and non- allergic healthy controls with 85% accuracy, and for the classification of FA patients according to their FA types using a supervised learning algorithm.", "description": "Multiple studies suggest a key pathogenetic role for gut microbiota modifications in food allergy (FA) development, but to date, no specific bacterial taxa have been consistently associated with FA. Here we characterized the gut microbiota composition and SCFA profile associated with an IgE-mediated FA state. We analyzed blood and fecal samples from 233 IgE-mediated FA patients, and from an age-matched control group (n=58). Our results demonstrate a link between IgE-mediated FA and the gut microbiota composition. We found the microbiome composition of allergic patients to be significantly different compared to age-matched controls, with distinct microbial signatures that differentiate FA patients from healthy non-allergic controls, and distinct microbial signatures for FA to different foods. We used these microbial differences to distinguish between FA patients and non- allergic healthy controls with 85% accuracy, and for the classification of FA patients according to their FA types using a supervised learning algorithm."}]	[{"pmid": "33109272", "authors": "Goldberg MR,Mor H,Magid Neriya D,Magzal F,Muller E,Appel MY,Nachshon L,Borenstein E,Tamir S,Louzoun Y,Youngster I,Elizur A,Koren O", "title": "Microbial signature in IgE-mediated food allergies.", "year": "2020"}]
ERS4516701	ERP121217_allergic microbial signature in ige-mediated food allergies_allergic microbial signature in ige-mediated food allergies_		animal|plant	allergy;association;city;feces;food;gastrointestinal tract;human;human-associated;human-gut;ige;plant;walnut	{"totalcount":47871,"totalotus":157,"otus":["90_220;96_5190;97_6264","90_16;96_3451;97_4234","90_16;96_2253;97_2728"],"otutax":["Bacteria;Firmicutes;Negativicutes;Acidaminococcales;Acidaminococcaceae;Phascolarctobacterium","Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Roseburia","Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnospira"],"counts":[591,408,239]}	1	1	ERR4033874	[{"pid": "ERP121217", "title": "Allergic microbial signature in IgE-mediated food allergies", "abstract": "Multiple studies suggest a key pathogenetic role for gut microbiota modifications in food allergy (FA) development, but to date, no specific bacterial taxa have been consistently associated with FA. Here we characterized the gut microbiota composition and SCFA profile associated with an IgE-mediated FA state. We analyzed blood and fecal samples from 233 IgE-mediated FA patients, and from an age-matched control group (n=58). Our results demonstrate a link between IgE-mediated FA and the gut microbiota composition. We found the microbiome composition of allergic patients to be significantly different compared to age-matched controls, with distinct microbial signatures that differentiate FA patients from healthy non-allergic controls, and distinct microbial signatures for FA to different foods. We used these microbial differences to distinguish between FA patients and non- allergic healthy controls with 85% accuracy, and for the classification of FA patients according to their FA types using a supervised learning algorithm.", "description": "Multiple studies suggest a key pathogenetic role for gut microbiota modifications in food allergy (FA) development, but to date, no specific bacterial taxa have been consistently associated with FA. Here we characterized the gut microbiota composition and SCFA profile associated with an IgE-mediated FA state. We analyzed blood and fecal samples from 233 IgE-mediated FA patients, and from an age-matched control group (n=58). Our results demonstrate a link between IgE-mediated FA and the gut microbiota composition. We found the microbiome composition of allergic patients to be significantly different compared to age-matched controls, with distinct microbial signatures that differentiate FA patients from healthy non-allergic controls, and distinct microbial signatures for FA to different foods. We used these microbial differences to distinguish between FA patients and non- allergic healthy controls with 85% accuracy, and for the classification of FA patients according to their FA types using a supervised learning algorithm."}]	[{"pmid": "33109272", "authors": "Goldberg MR,Mor H,Magid Neriya D,Magzal F,Muller E,Appel MY,Nachshon L,Borenstein E,Tamir S,Louzoun Y,Youngster I,Elizur A,Koren O", "title": "Microbial signature in IgE-mediated food allergies.", "year": "2020"}]
ERS4516702	ERP121217_allergic microbial signature in ige-mediated food allergies_allergic microbial signature in ige-mediated food allergies_		animal;human	allergy;association;city;dairy food;feces;food;gastrointestinal tract;human;human-associated;human-gut;ige;milk	{"totalcount":18171,"totalotus":63,"otus":["90_388;96_1710;97_2047","90_16;96_3451;97_4234","90_147;96_763;97_889"],"otutax":["Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Megamonas","Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Roseburia","Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella"],"counts":[3060,438,216]}	1	1	ERR4033875	[{"pid": "ERP121217", "title": "Allergic microbial signature in IgE-mediated food allergies", "abstract": "Multiple studies suggest a key pathogenetic role for gut microbiota modifications in food allergy (FA) development, but to date, no specific bacterial taxa have been consistently associated with FA. Here we characterized the gut microbiota composition and SCFA profile associated with an IgE-mediated FA state. We analyzed blood and fecal samples from 233 IgE-mediated FA patients, and from an age-matched control group (n=58). Our results demonstrate a link between IgE-mediated FA and the gut microbiota composition. We found the microbiome composition of allergic patients to be significantly different compared to age-matched controls, with distinct microbial signatures that differentiate FA patients from healthy non-allergic controls, and distinct microbial signatures for FA to different foods. We used these microbial differences to distinguish between FA patients and non- allergic healthy controls with 85% accuracy, and for the classification of FA patients according to their FA types using a supervised learning algorithm.", "description": "Multiple studies suggest a key pathogenetic role for gut microbiota modifications in food allergy (FA) development, but to date, no specific bacterial taxa have been consistently associated with FA. Here we characterized the gut microbiota composition and SCFA profile associated with an IgE-mediated FA state. We analyzed blood and fecal samples from 233 IgE-mediated FA patients, and from an age-matched control group (n=58). Our results demonstrate a link between IgE-mediated FA and the gut microbiota composition. We found the microbiome composition of allergic patients to be significantly different compared to age-matched controls, with distinct microbial signatures that differentiate FA patients from healthy non-allergic controls, and distinct microbial signatures for FA to different foods. We used these microbial differences to distinguish between FA patients and non- allergic healthy controls with 85% accuracy, and for the classification of FA patients according to their FA types using a supervised learning algorithm."}]	[{"pmid": "33109272", "authors": "Goldberg MR,Mor H,Magid Neriya D,Magzal F,Muller E,Appel MY,Nachshon L,Borenstein E,Tamir S,Louzoun Y,Youngster I,Elizur A,Koren O", "title": "Microbial signature in IgE-mediated food allergies.", "year": "2020"}]
ERS4516703	ERP121217_allergic microbial signature in ige-mediated food allergies_allergic microbial signature in ige-mediated food allergies_		animal;human	allergy;association;city;dairy food;feces;food;gastrointestinal tract;human;human-associated;human-gut;ige;milk	{"totalcount":31970,"totalotus":84,"otus":["90_388;96_1710;97_2047","90_24;96_920;97_1072","90_24;96_412;97_467"],"otutax":["Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Megamonas","Bacteria;Actinobacteria;Actinomycetia;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium","Bacteria;Actinobacteria;Actinomycetia;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium"],"counts":[736,426,338]}	1	1	ERR4033876	[{"pid": "ERP121217", "title": "Allergic microbial signature in IgE-mediated food allergies", "abstract": "Multiple studies suggest a key pathogenetic role for gut microbiota modifications in food allergy (FA) development, but to date, no specific bacterial taxa have been consistently associated with FA. Here we characterized the gut microbiota composition and SCFA profile associated with an IgE-mediated FA state. We analyzed blood and fecal samples from 233 IgE-mediated FA patients, and from an age-matched control group (n=58). Our results demonstrate a link between IgE-mediated FA and the gut microbiota composition. We found the microbiome composition of allergic patients to be significantly different compared to age-matched controls, with distinct microbial signatures that differentiate FA patients from healthy non-allergic controls, and distinct microbial signatures for FA to different foods. We used these microbial differences to distinguish between FA patients and non- allergic healthy controls with 85% accuracy, and for the classification of FA patients according to their FA types using a supervised learning algorithm.", "description": "Multiple studies suggest a key pathogenetic role for gut microbiota modifications in food allergy (FA) development, but to date, no specific bacterial taxa have been consistently associated with FA. Here we characterized the gut microbiota composition and SCFA profile associated with an IgE-mediated FA state. We analyzed blood and fecal samples from 233 IgE-mediated FA patients, and from an age-matched control group (n=58). Our results demonstrate a link between IgE-mediated FA and the gut microbiota composition. We found the microbiome composition of allergic patients to be significantly different compared to age-matched controls, with distinct microbial signatures that differentiate FA patients from healthy non-allergic controls, and distinct microbial signatures for FA to different foods. We used these microbial differences to distinguish between FA patients and non- allergic healthy controls with 85% accuracy, and for the classification of FA patients according to their FA types using a supervised learning algorithm."}]	[{"pmid": "33109272", "authors": "Goldberg MR,Mor H,Magid Neriya D,Magzal F,Muller E,Appel MY,Nachshon L,Borenstein E,Tamir S,Louzoun Y,Youngster I,Elizur A,Koren O", "title": "Microbial signature in IgE-mediated food allergies.", "year": "2020"}]
ERS4516704	ERP121217_allergic microbial signature in ige-mediated food allergies_allergic microbial signature in ige-mediated food allergies_		animal;human	allergy;association;city;feces;food;gastrointestinal tract;human;human-associated;human-gut;ige;nuts	{"totalcount":45410,"totalotus":210,"otus":["90_217;96_789;97_918","90_21;96_994;97_24784","90_17208;96_11653;97_14093"],"otutax":["Bacteria;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Dialister","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides","Bacteria;Firmicutes;Clostridia;Eubacteriales"],"counts":[1303,1030,798]}	1	1	ERR4033877	[{"pid": "ERP121217", "title": "Allergic microbial signature in IgE-mediated food allergies", "abstract": "Multiple studies suggest a key pathogenetic role for gut microbiota modifications in food allergy (FA) development, but to date, no specific bacterial taxa have been consistently associated with FA. Here we characterized the gut microbiota composition and SCFA profile associated with an IgE-mediated FA state. We analyzed blood and fecal samples from 233 IgE-mediated FA patients, and from an age-matched control group (n=58). Our results demonstrate a link between IgE-mediated FA and the gut microbiota composition. We found the microbiome composition of allergic patients to be significantly different compared to age-matched controls, with distinct microbial signatures that differentiate FA patients from healthy non-allergic controls, and distinct microbial signatures for FA to different foods. We used these microbial differences to distinguish between FA patients and non- allergic healthy controls with 85% accuracy, and for the classification of FA patients according to their FA types using a supervised learning algorithm.", "description": "Multiple studies suggest a key pathogenetic role for gut microbiota modifications in food allergy (FA) development, but to date, no specific bacterial taxa have been consistently associated with FA. Here we characterized the gut microbiota composition and SCFA profile associated with an IgE-mediated FA state. We analyzed blood and fecal samples from 233 IgE-mediated FA patients, and from an age-matched control group (n=58). Our results demonstrate a link between IgE-mediated FA and the gut microbiota composition. We found the microbiome composition of allergic patients to be significantly different compared to age-matched controls, with distinct microbial signatures that differentiate FA patients from healthy non-allergic controls, and distinct microbial signatures for FA to different foods. We used these microbial differences to distinguish between FA patients and non- allergic healthy controls with 85% accuracy, and for the classification of FA patients according to their FA types using a supervised learning algorithm."}]	[{"pmid": "33109272", "authors": "Goldberg MR,Mor H,Magid Neriya D,Magzal F,Muller E,Appel MY,Nachshon L,Borenstein E,Tamir S,Louzoun Y,Youngster I,Elizur A,Koren O", "title": "Microbial signature in IgE-mediated food allergies.", "year": "2020"}]
